ID,Source,Source Approach,Source Type,Clause,Class,Datapoint,Aligned Datapoint,Impact Category,Impact Subcategory,Applies To,Asset,Asset Level,Datapoint Type,Requirement Type,Generally Needed,Impact Type,Indicator,Information Container,Asset Type,
106,EU Tax,Top-down,Regulation,Tax_Mit_7_1,Data point,"potentially contaminated site (brownfield site),",Location prior use,Human Health,,Is it a potentially contaminated site,,Site,Binary,Verification,-,Physical characteristics,-,Site investigation report,,
107,EU Tax,Top-down,Regulation,Tax_Mit_7_1,Data point,the site has been subject to an investigation,Location prior use,Human Health,,Is it a potentially contaminated site,,Site,Binary,Verification,-,Physical characteristics,-,Site investigation report,,
108,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,maximum water flow,Water Efficiency,Ecosystem Health,Water Footprint,maximum water flow,Taps,Product,Quantitative,Representation,-,Water Efficiency,-,Product Specification Sheet,,
109,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,maximum water flow,Water Efficiency,Ecosystem Health,Water Footprint,maximum water flow,Showers,Product,Quantitative,Representation,-,Water Efficiency,-,Product Specification Sheet,,
110,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,full flush volume of a maximum,Water Efficiency,Ecosystem Health,Water Footprint,full flush volume,WC,Product,Quantitative,Representation,-,Water Efficiency,-,Product Specification Sheet,,
111,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,maximum average flush volume,Water Efficiency,Ecosystem Health,Water Footprint,maximum average flush,WC,Product,Quantitative,Representation,-,Water Efficiency,-,Product Specification Sheet,,
112,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,use a maximum of 2 litres/bowl/hour,Water Efficiency,Ecosystem Health,Water Footprint,full flush volume/bowl/hour,Urinal,Product,Quantitative,Representation,-,Water Efficiency,-,Product Specification Sheet,,
113,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,maximum full flush volume,Water Efficiency,Ecosystem Health,Water Footprint,maximum average flush,Urinal,Product,Quantitative,Representation,-,Water Efficiency,-,Product Specification Sheet,,
114,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,weight,Waste Mass,Circular Economy,Waste Management,non-haradous waste,,Waste,Quantitative,Representation,-,Physical characteristics,Waste Management,Material Passport,,
114,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,weight,Waste Mass,Circular Economy,Waste Management,Waste,,Waste,Quantitative,Representation,-,Physical characteristics,Waste Management,Material Passport,,
115,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,non-hazardous construction and demolition waste,Waste Mass,Circular Economy,Waste Management,non-haradous waste,,Waste,Quantitative,Representation,-,Physical characteristics,Waste Management,Material Passport,,
116,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,"prepared for reuse, recycling and other material recovery, including backfilling operations using waste to substitute other materials",-,Asset Integrity,,,,Building,,,-,,-,,,
117,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,energy performance,Primary Energy Demand (PED),Climate Health,Energy,Building,,Building,Quantitative,Representation,-,Energy Efficiency,Energy Consumption,Building Information,,
118,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,cost-optimal minimum energy performance requirements,Measures are in place,Climate Health,Energy,Cost-optimal minimum energy performance requirements,,Building,Qualitative,Representation,-,Physical characteristics,-,Building Information,,
119,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,initial primary energy demand,Primary Energy Demand (PED),Climate Health,Energy,Building,,Building,Quantitative,Representation,-,Energy Efficiency,Energy Consumption,Building Information,,
119,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,initial primary energy demand,Primary Energy Demand (PED),Climate Health,Energy,Building,,Building,Quantitative,Representation,-,Energy Efficiency,Energy Consumption,Building Information,,
120,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,estimated improvement,Primary Energy Demand (PED),Climate Health,Energy,Building,,Building,Quantitative,Representation,-,Energy Efficiency,Energy Consumption,Building Information,,
120,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,estimated improvement,Primary Energy Demand (PED),Climate Health,Energy,Building,,Building,Quantitative,Representation,-,Energy Efficiency,Energy Consumption,Building Information,,
121,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,improvement,% of PED Improvement,Climate Health,Energy,Building,,Building,Calculated,Representation,-,Energy Efficiency,Energy Consumption,Building Information,,
121,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,improvement,Primary Energy Demand (PED),Climate Health,Energy,Building,,Building,Quantitative,Representation,-,Energy Efficiency,Energy Consumption,Building Information,,
121,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,improvement,Primary Energy Demand (PED),Climate Health,Energy,Building,,Building,Quantitative,Representation,-,Energy Efficiency,Energy Consumption,Building Information,,
122,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,net primary energy demand through renewable energy sources,Primary Energy Demand (PED),Climate Health,Energy,net primary energy demand through renewable energy sources,,Building,Qualitative,Evidence,-,Energy Efficiency,Energy Consumption,Building Information,,
123,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,come into contact with occupiers,-,Asset Integrity,,,,Building,,,-,,-,,,
124,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,formaldehyde per m 3 of material or component,Substance of Concern Management,Human Health,,formaldehyde mg/m3,Formaldehyde,Material,Quantitative,Representation,-,Physical characteristics,Safety,Material Passport,,
125,EU Tax,Top-down,Regulation,Tax_Mit_7_2,Data point,categories 1A and 1B carcinogenic volatile organic compounds per m 3 of material or component,Substance of Concern Management,Human Health,,Carcinogenic volatile organic ,Carcinogenic volatile organic ,Material,Quantitative,Representation,-,Physical characteristics,Safety,Material Passport,,
126,EU Tax,Top-down,Regulation,Tax_Mit_7_3,Data point,activity,-,Asset Integrity,,,,Building,,,-,,-,,,
127,EU Tax,Top-down,Regulation,Tax_Mit_7_3,Data point,classes of energy efficiency,Energy Efficiency,Climate Health,Energy,classes of energy efficiency,,Building,Qualitative,Representation,-,Environmental ,-,Building Information,,
128,EU Tax,Top-down,Regulation,Tax_Mit_7_3,Data point,energy efficient ,Energy Efficiency,Climate Health,Energy,Window Replacement,,Product,Binary,Representation,-,Environmental ,-,Product Specification Sheet,,
129,EU Tax,Top-down,Regulation,Tax_Mit_7_3,Data point,energy efficient ,Energy Efficiency,Climate Health,Energy,Door Replacement,,Product,Binary,Representation,-,Environmental ,-,Product Specification Sheet,,
130,EU Tax,Top-down,Regulation,Tax_Mit_7_3,Data point,highly efficient technologies;,Technology Efficiency,Social Health + Equity,,Heating Systems,,Element,Binary,Evidence,-,Element Resilience,-,Resilience report,,
131,EU Tax,Top-down,Regulation,Tax_Mit_7_3,Data point,max water flow ,Water Efficiency,Ecosystem Health,Water Footprint,maximum water flow,Mixer Showers,Product,Quantitative,Representation,-,Water Efficiency,-,Product Specification Sheet,,
131,EU Tax,Top-down,Regulation,Tax_Mit_7_3,Data point,max water flow ,Water Efficiency,Ecosystem Health,Water Footprint,maximum water flow,Showers,Product,Quantitative,Representation,-,Water Efficiency,-,Product Specification Sheet,,
131,EU Tax,Top-down,Regulation,Tax_Mit_7_3,Data point,max water flow ,Water Efficiency,Ecosystem Health,Water Footprint,maximum water flow,Showers Outlet,Product,Quantitative,Representation,-,Water Efficiency,-,Product Specification Sheet,,
131,EU Tax,Top-down,Regulation,Tax_Mit_7_3,Data point,max water flow ,Water Efficiency,Ecosystem Health,Water Footprint,maximum water flow,Taps,Product,Quantitative,Representation,-,Water Efficiency,-,Product Specification Sheet,,
132,EU Tax,Top-down,Regulation,Tax_Mit_7_3,Data point,low water ,Measures are in place,Ecosystem Health,Water Footprint,Sanitary Water Fittings - Low Water Replacement - Proposed,,Product,Binary,Representation,-,Water Efficiency,-,Product Specification Sheet,,
132,EU Tax,Top-down,Regulation,Tax_Mit_7_3,Data point,low water ,Water Efficiency,Ecosystem Health,Water Footprint,Kitchen,,Element,Binary,Evidence,-,Element Resilience,-,Resilience report,,
133,EU Tax,Top-down,Regulation,Tax_Mit_7_3,Data point,energy ,Energy Efficiency,Climate Health,Energy,Kitchen,,Element,Binary,Evidence,-,Element Resilience,-,Resilience report,,
133,EU Tax,Top-down,Regulation,Tax_Mit_7_3,Data point,energy ,Measures are in place,Ecosystem Health,Lifecycle Enviromental,Sanitary Water Fittings - Low Energy Replacement - Proposed,,Product,Binary,Representation,-,Energy Efficiency,-,Product Specification Sheet,,
134,EU Tax,Top-down,Regulation,Tax_Mit_7_3,Data point,activity ,-,Asset Integrity,,,,Building,,,-,,-,,,
135,EU Tax,Top-down,Regulation,Tax_Mit_7_7,Data point,buildings built before,Date of Built,Asset Integrity,,,,Building,Quantitative,Representation,-,Physical characteristics,-,Building Information,,
136,EU Tax,Top-down,Regulation,Tax_Mit_7_7,Data point,Energy Performance Certificate (EPC) class,Energy Performance Certificate (EPC),Climate Health,Energy,Building,,Building,Quantitative,Compliance,-,Energy Efficiency,-,Energy Performance Certificate (EPC),,
137,EU Tax,Top-down,Regulation,Tax_Mit_7_7,Data point,Primary Energy Demand (PED),Primary Energy Demand (PED),Climate Health,Energy,Building,,Building,Quantitative,Representation,-,Energy Efficiency,Energy Consumption,Building Information,,
138,EU Tax,Top-down,Regulation,Tax_Mit_7_7,Data point,national or regional building stock,Primary Energy Demand (PED)/ National or regional PED,Climate Health,Energy,Building,,Building,Calculated,Representation,-,Energy Efficiency,Energy Consumption,Building Information,,
139,EU Tax,Top-down,Regulation,Tax_Mit_7_7,Data point,performance of the relevant asset,Primary Energy Demand (PED),Climate Health,Energy,Building,,Building,Quantitative,Representation,-,Energy Efficiency,Energy Consumption,Building Information,,
140,EU Tax,Top-down,Regulation,Tax_Mit_7_7,Data point,performance of the national or regional stock built before 31 December 2020,Primary Energy Demand (PED)/ National or regional PED,Climate Health,Energy,Building,,Building,Calculated,Representation,-,Energy Efficiency,Energy Consumption,Building Information,,
141,EU Tax,Top-down,Regulation,Tax_Mit_7_7,Data point,buildings built after,Date of Built,Asset Integrity,,,,Building,Quantitative,Representation,-,Physical characteristics,-,Building Information,,
142,EU Tax,Top-down,Regulation,Tax_Mit_7_7,Data point,time of the acquisition,Date of Assessment,Asset Integrity,,Date of Acquistion ,,Building,Quantitative,Representation,-,Physical characteristics,-,Building Information,,
143,EU Tax,Top-down,Regulation,Tax_Mit_7_7,Data point,"effective rated output for heating systems, systems for combined space heating and ventilation, air-conditioning systems or systems for combined air- conditioning and ventilation",Effective rated output,Climate Health,Energy,Heating Systems,,Element,Quantitative,Representation,-,Physical characteristics,-,Product Specification Sheet,,
144,EU Tax,Top-down,Regulation,Tax_Mit_7_7,Data point,Energy Performance Contract,Certification submitted,Climate Health,Energy,Energy Performance Contract ,,Project,Binary,Evidence,-,Environmental ,-,Energy Performance Contract ,,
145,EU Tax,Top-down,Regulation,Tax_Mit_7_7,Data point,building automation and control system,Building Systems,Asset Integrity,,Project,,Building,Quantitative,Representation,-,Environmental ,Building Characteristics,Environmental Impact Assessments (EIAs),,
146,LEED4,Top-down,Certificate,LEED4_1_c2_MR-PRE_Mercury,Data point,use less than 5 watts of electricity,Energy Consumption,Climate Health,Energy,Healthcare - Exit Signs,,Product,Quantitative,Representation,-,Environmental ,-,Product Specification Sheet,,
147,LEED4,Top-down,Certificate,LEED4_1_c2_MR-PRE_Mercury,Data point,mercury content,Substance of Concern Concentration,Human Health,,Mercury Content mg - Exit sign,Mercury,Product,Binary,Representation,-,Environmental ,Safety,Product Specification Sheet,,
147,LEED4,Top-down,Certificate,LEED4_1_c2_MR-PRE_Mercury,Data point,mercury content,Substance of Concern Concentration,Human Health,,Mercury Content mg - Lamp,Mercury,Product,Quantitative,Representation,-,Environmental ,Safety,Product Specification Sheet,,
148,LEED4,Top-down,Certificate,LEED4_1_c3_MR-CR_LCI_Red,Data point,from off site,Material Mass,Circular Economy,Material Circularity,Offsite Material,,Material,Quantitative,Representation,-,Physical characteristics,-,Material Passport,,
148,LEED4,Top-down,Certificate,LEED4_1_c3_MR-CR_LCI_Red,Data point,from off site,Material Mass,Circular Economy,Material Circularity,Onsite Material,,Material,Quantitative,Representation,-,Physical characteristics,-,Material Passport,,
149,LEED4,Top-down,Certificate,LEED4_1_c3_MR-CR_LCI_Red,Data point,Portions of buildings deemed structurally unsound or hazardous,Element Specification,Human Health,,Structurally unsound or hazardous ,,Element,Binary,Evidence,-,,-,,,
150,LEED4,Top-down,Certificate,LEED4_1_c3_MR-CR_LCI_Red,Data point,floors,Other Areas,Asset Integrity,,Existing Floor,,Zone,Quantitative,Representation,-,Physical characteristics,Building Characteristics,Building Information,,
151,LEED4,Top-down,Certificate,LEED4_1_c3_MR-CR_LCI_Red,Data point,roof,Other Areas,Asset Integrity,,Exisitng Roof,,Zone,Quantitative,Representation,-,Physical characteristics,Building Characteristics,Building Information,,
152,LEED4,Top-down,Certificate,LEED4_1_c3_MR-CR_LCI_Red,Data point,walls,Other Areas,Asset Integrity,,Floor,,Zone,Quantitative,Representation,-,Physical characteristics,Building Characteristics,Building Information,,
